Country Name,Country Code,Series Name,Series Code,2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024],2025 [YR2025]
Bolivia,BOL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,66.282,66.586,66.777,66.97,67.205,67.392,67.536,67.699,67.82,62.906,61.427,67.434,68.581,..,..
Bolivia,BOL,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,278.752156618247,308.248276300996,367.351171499099,415.513214249279,468.504622088813,515.772834448334,552.333472829502,591.229168070987,631.930127874865,665.391554348415,771.477813151763,742.562572770455,755.882068996814,..,..
Bosnia and Herzegovina,BIH,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,9761.47624447272,10121.1905288877,10808.2715682853,11167.8379494776,11845.4522958172,12899.3962262974,13627.0944831749,14858.5590469909,16428.8136580107,16369.9353197836,18286.7373324233,21651.2952374862,23376.2227477141,25043.0886396127,..
Bosnia and Herzegovina,BIH,Gini index,SI.POV.GINI,33,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bosnia and Herzegovina,BIH,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,76.963,77.037,77.129,77.089,77.073,77.124,77.385,77.942,77.394,76.04,74.567,76.777,77.85,..,..
Bosnia and Herzegovina,BIH,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,918.466395434662,977.325947092163,1029.13018436806,1076.84971254192,1120.60829265156,1169.52029755028,1201.05379642123,1302.61539018975,1466.50828884821,1588.3246890005,1770.63956089257,1827.2786703255,1989.05672091938,..,..
Botswana,BWA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,13635.4267666146,12736.5833891004,13621.1494726695,15003.3197518349,14143.6940733728,16228.1231235664,15700.6650479641,15785.819633781,15960.0156143903,15292.2624673252,17960.6254447437,19976.8343794474,21012.10319925,20538.1320178889,..
Botswana,BWA,Gini index,SI.POV.GINI,..,..,..,..,54.9,..,..,..,..,..,..,..,..,..,..
Botswana,BWA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,59.715,60.384,61.217,62.167,63.215,64.32,65.42,66.371,67.167,67.643,63.303,68.749,69.163,..,..
Botswana,BWA,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,800.283064779388,808.784156295589,885.256710767581,882.257422391882,863.173293373375,936.098224863847,1040.93516174345,953.477689114029,975.314441195716,934.200364210782,1132.08495341359,1145.9722865951,1309.50101290892,..,..
Brazil,BRA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,15211.7920390047,15198.086330971,15722.3335243701,15827.3081625749,14821.4383175183,14309.2061488342,14559.0488897884,15463.7426393743,16069.838015161,16101.6183062954,18075.7060048757,19876.8533531396,21175.6186988214,22338.4765640635,..
Brazil,BRA,Gini index,SI.POV.GINI,52.9,53.4,52.7,52,51.9,53.4,53.3,53.9,53.5,48.9,52.9,52,51.6,..,..
Brazil,BRA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.047,74.335,74.609,74.823,75.106,75.081,75.383,75.633,75.809,74.506,73.038,74.872,75.848,..,..
Brazil,BRA,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,1184.72345716884,1175.78129560749,1254.10788455909,1328.93066983177,1320.48649469287,1312.01325973184,1378.92393296078,1463.60459202537,1545.03321144692,1549.50140417499,1741.85901334616,1865.91861407951,2070.43822679684,..,..
British Virgin Islands,VGB,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
British Virgin Islands,VGB,Gini index,SI.POV.GINI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
British Virgin Islands,VGB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,76.363,76.433,76.472,76.527,76.558,76.624,75.67,76.728,76.845,76.894,75.297,77.177,77.276,..,..
British Virgin Islands,VGB,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Brunei Darussalam,BRN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,82735.3914480561,87256.0422369454,83237.1470879654,81225.5485449793,62707.8264437741,56679.5185221407,61657.6802725444,65148.8264035521,69353.6799514849,69787.9632795717,78248.797127611,81801.7459224403,85032.6008741995,89879.3614980758,..
Brunei Darussalam,BRN,Gini index,SI.POV.GINI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Brunei Darussalam,BRN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.835,74.843,74.854,74.862,74.88,74.905,74.943,74.992,75.049,75.114,74.869,72.917,75.327,..,..
